,dr,dr_name,dr_date,dr_place,dr_knownfor,dr_awards_wins,dr_awards_nomi tions,dr_link,dr_awards_link
372, Jacques Audiard ,Jacques Audiard,4/30/1952,"Paris, France","['Rust and Bone', 'The Sisters Brothers', 'A Prophet', 'Dheepan']",60,65,https://www.imdb.com/name/nm0002191/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0002191/awards?ref_=nm_ql_2
373, Dan Bradley ,Dan Bradley,NA,NA,"['The Bourne Supremacy', 'Mission: Impossible - Ghost Protocol', 'The Bourne Ultimatum', 'Swordfish']",1,3,https://www.imdb.com/name/nm0103187/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0103187/awards?ref_=nm_ql_2
374, Bradley Parker ,Bradley Parker,NA,NA,"['We Own the Night', 'War for the Planet of the Apes', 'Chernobyl Diaries', 'Dawn of the Planet of the Apes']",0,1,https://www.imdb.com/name/nm0662086/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0662086/awards?ref_=nm_ql_2
375, Timo Vuorensola ,Timo Vuorensola,11/29/1979,NA,"['Iron Sky', 'Star Wreck: In the Pirkinning', 'Iron Sky: The Coming Race', 'Jeremiah Harm']",2,2,https://www.imdb.com/name/nm1993322/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1993322/awards?ref_=nm_ql_2
376, John Gulager ,John Gulager,12/19/1957,"New York City, New York, USA","['Feast', 'He Was a Quiet Man', 'Piranha 3DD', 'The Collector']",1,0,https://www.imdb.com/name/nm0347657/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0347657/awards?ref_=nm_ql_2
377, Robert Lorenz,Robert Lorenz,NA,NA,"['Mystic River', 'Million Dollar Baby', 'Trouble with the Curve', 'American Sniper']",2,12,https://www.imdb.com/name/nm0520749/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0520749/awards?ref_=nm_ql_2
378, Brian Klugman ,Brian Klugman,9/14/1975,"Pennsylvania, USA","['The Words', 'Baby, Baby, Baby', 'Cloverfield', 'Tron']",4,0,https://www.imdb.com/name/nm0460206/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0460206/awards?ref_=nm_ql_2
379, Walter Salles ,Walter Salles,4/12/1956,"Rio de Janeiro, Rio de Janeiro, Brazil","['Central Station', 'The Motorcycle Diaries', 'Terra Estrangeira', 'Abril Despeda??ado']",55,28,https://www.imdb.com/name/nm0758574/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0758574/awards?ref_=nm_ql_2
380, Nikolaj Arcel ,Nikolaj Arcel,8/25/1972,"Copenhagen, Denmark","['A Royal Affair', 'Kongekabale', 'The Girl with the Dragon Tattoo', 'The Dark Tower']",13,30,https://www.imdb.com/name/nm1064048/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1064048/awards?ref_=nm_ql_2
381, Frank Coraci ,Frank Coraci,2/3/1966,"Shirley, New York, USA","['The Wedding Singer', 'Click', 'Around the World in 80 Days', 'The Waterboy']", , ,https://www.imdb.com/name/nm0178997/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0178997/awards?ref_=nm_ql_2
382, Asger Leth ,Asger Leth,NA,NA,"['Ghosts of Cit?? Soleil', 'Man on a Ledge', 'Liberty']",9,10,https://www.imdb.com/name/nm1300606/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1300606/awards?ref_=nm_ql_2
383, Andrew Dominik ,Andrew Dominik,10/7/1967,"Wellington, New Zealand","['Chopper', 'Killing Them Softly', 'The Assassination of Jesse James by the Coward Robert Ford', 'War Party']",7,12,https://www.imdb.com/name/nm0231596/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0231596/awards?ref_=nm_ql_2
384, Jonathan Kasdan ,Jonathan Kasdan,9/30/1979,"Los Angeles, California, USA","['The First Time', 'Solo: A Star Wars Story', 'In the Land of Women', 'Silverado']",0,1,https://www.imdb.com/name/nm0440459/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0440459/awards?ref_=nm_ql_2
385, David Guy Levy ,David Guy Levy,NA,NA,"['Would You Rather', 'Terri', 'Banking on Bitcoin']", , ,https://www.imdb.com/name/nm1428946/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1428946/awards?ref_=nm_ql_2
386, Brian De Palma ,Brian De Palma,9/11/1940,"Newark, New Jersey, USA","['Dressed to Kill', 'Phantom of the Paradise', 'Femme Fatale', 'The Untouchables']",10,23,https://www.imdb.com/name/nm0000361/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000361/awards?ref_=nm_ql_2
387, Pascal Arnold ,Pascal Arnold,NA,NA,"['Being Light', 'American Translation', 'Lovers', 'Chacun sa nuit']",1,2,https://www.imdb.com/name/nm0036593/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0036593/awards?ref_=nm_ql_2
388, Colin Trevorrow ,Colin Trevorrow,9/13/1976,"San Francisco, California, USA","['Jurassic World', 'Safety Not Guaranteed', 'Jurassic World: Fallen Kingdom', 'The Book of Henry']",7,9,https://www.imdb.com/name/nm1119880/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1119880/awards?ref_=nm_ql_2
389, Alan Taylor,Alan Taylor,1965-0-0,NA,"['Game of Thrones', 'Thor: The Dark World', ""The Emperor's New Clothes"", 'Terminator Genisys']",6,14,https://www.imdb.com/name/nm0851930/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0851930/awards?ref_=nm_ql_2
390, Spike Jonze ,Spike Jonze,10/22/1969,"Rockville, Maryland, USA","['Her', 'Three Kings', 'Where the Wild Things Are', 'Being John Malkovich']",63,114,https://www.imdb.com/name/nm0005069/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0005069/awards?ref_=nm_ql_2
391, Shane Black,Shane Black,12/16/1961,"Pittsburgh, Pennsylvania, USA","['Kiss Kiss Bang Bang', 'The Nice Guys', 'Iron Man Three', 'Predator']",4,13,https://www.imdb.com/name/nm0000948/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000948/awards?ref_=nm_ql_2
392, Rawson Marshall Thurber ,Rawson Marshall Thurber,2/9/1975,"San Francisco, California, USA","['Easy A', 'Skyscraper', 'Dodgeball: A True Underdog Story', ""We're the Millers""]",0,2,https://www.imdb.com/name/nm1098493/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1098493/awards?ref_=nm_ql_2
393, Chris Buck ,Chris Buck,2/24/1958,"Wichita, Kansas, USA","['Frozen', ""Surf's Up"", 'Pocahontas', 'Tarzan']",12,10,https://www.imdb.com/name/nm0118333/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0118333/awards?ref_=nm_ql_2
394, Abdellatif Kechiche ,Abdellatif Kechiche,12/7/1960,"Tunis, Tunisia","['Blue Is the Warmest Color', ""L'esquive"", 'The Secret of the Grain', 'Poetical Refugee']",60,40,https://www.imdb.com/name/nm0444244/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0444244/awards?ref_=nm_ql_2
395, Jonathan Glazer,Jonathan Glazer,3/26/1965,"London, England, UK","['Under the Skin', 'Birth', 'Sexy Beast', 'Jamiroquai: Virtual Insanity']",8,35,https://www.imdb.com/name/nm0322242/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0322242/awards?ref_=nm_ql_2
396, Evan Goldberg,Evan Goldberg,NA,NA,"['This Is the End', 'Superbad', 'Sausage Party', 'The Green Hornet']",4,10,https://www.imdb.com/name/nm1698571/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1698571/awards?ref_=nm_ql_2
397, Joon-ho Bong ,Joon-ho Bong,9/14/1969,"Daegu, South Korea","['Okja', 'Snowpiercer', 'Memories of Murder', 'The Host']",49,49,https://www.imdb.com/name/nm0094435/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0094435/awards?ref_=nm_ql_2
398, James DeMonaco ,James DeMonaco,1969-0-0,NA,"['The Purge: Anarchy', 'The Purge: Election Year', 'The First Purge', 'The Purge']",1,4,https://www.imdb.com/name/nm0218621/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0218621/awards?ref_=nm_ql_2
399, Alfonso Cuar??n ,Alfonso Cuar??n,11/28/1961,"Mexico City, Distrito Federal, Mexico","['Gravity', 'Children of Men', 'Y Tu Mam?? Tambi??n', 'Roma']",213,184,https://www.imdb.com/name/nm0190859/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0190859/awards?ref_=nm_ql_2
400, Jean-Marc Vall??e ,Jean-Marc Vall??e,3/9/1963,"Montreal, Quebec, Canada","['C.R.A.Z.Y.', 'Dallas Buyers Club', 'Wild', 'Caf?? de Flore']",31,30,https://www.imdb.com/name/nm0885249/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0885249/awards?ref_=nm_ql_2
401, Francis Lawrence ,Francis Lawrence,3/26/1971,"Vienna, Austria","['The Hunger Games: Catching Fire', 'Constantine', 'The Hunger Games: Mockingjay - Part 2', 'I Am Legend']",5,16,https://www.imdb.com/name/nm1349376/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1349376/awards?ref_=nm_ql_2
402, Tommy Wirkola ,Tommy Wirkola,12/6/1979,"Alta, Norway","['What Happened to Monday', 'D??d sn?? 2', 'Dead Snow', 'Hansel & Gretel: Witch Hunters']",7,6,https://www.imdb.com/name/nm2482088/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2482088/awards?ref_=nm_ql_2
403, Joseph Gordon-Levitt ,Joseph Gordon-Levitt,2/17/1981,"Los Angeles, California, USA","['Inception', 'Looper', 'Don Jon', '50/50']",21,65,https://www.imdb.com/name/nm0330687/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0330687/awards?ref_=nm_ql_2
404, Eli Roth ,Eli Roth,4/18/1972,"Boston, Massachusetts, USA","['Cabin Fever', 'Inglourious Basterds', 'Grindhouse', 'Hostel']",15,9,https://www.imdb.com/name/nm0744834/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0744834/awards?ref_=nm_ql_2
405, James Ponsoldt ,James Ponsoldt,1978-0-0,NA,"['The Spectacular Now', 'The Circle', 'The End of the Tour', 'Smashed']",4,8,https://www.imdb.com/name/nm1242054/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1242054/awards?ref_=nm_ql_2
406, Spike Lee ,Spike Lee,3/20/1957,"Atlanta, Georgia, USA","['Do the Right Thing', 'Malcolm X', ""She's Gotta Have It"", 'BlacKkKlansman']",74,131,https://www.imdb.com/name/nm0000490/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000490/awards?ref_=nm_ql_2
407, Jon S. Baird ,Jon S. Baird,1972-11-0,NA,"['Stan & Ollie', 'Filth', 'Vinyl', ""I'm Dying Up Here""]",1,5,https://www.imdb.com/name/nm1580671/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1580671/awards?ref_=nm_ql_2
408, Destin Daniel Cretton ,Destin Daniel Cretton,11/23/1978,"Maui, Hawaii, USA","['Short Term 12', 'Short Term 12', ""Deacon's Mondays"", 'The Glass Castle']",29,25,https://www.imdb.com/name/nm2308774/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2308774/awards?ref_=nm_ql_2
409, Fede Alvarez ,Fede Alvarez,2/9/1978,"Montevideo, Uruguay","[""Don't Breathe"", 'Evil Dead', 'El Cojonudo', 'Monsterpocalypse']",1,6,https://www.imdb.com/name/nm1793079/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1793079/awards?ref_=nm_ql_2
410, Paul Greengrass ,Paul Greengrass,8/13/1955,"Cheam, Surrey, England, UK","['United 93', 'The Bourne Ultimatum', 'Jason Bourne', 'Bloody Sunday']",38,67,https://www.imdb.com/name/nm0339030/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0339030/awards?ref_=nm_ql_2
411, Gary Fleder ,Gary Fleder,12/19/1965,"Norfolk, Virginia, USA","['Runaway Jury', 'Impostor', ""Things to Do in Denver When You're Dead"", 'Homefront']",3,3,https://www.imdb.com/name/nm0001219/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001219/awards?ref_=nm_ql_2
412, Elizabeth Banks ,Elizabeth Banks,2/10/1974,"Pittsfield, Massachusetts, USA","['The Hunger Games', 'The Hunger Games: Mockingjay - Part 1', 'Love & Mercy', 'The Hunger Games: Catching Fire']",13,35,https://www.imdb.com/name/nm0006969/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0006969/awards?ref_=nm_ql_2
413, Kimberly Peirce ,Kimberly Peirce,9/8/1967,"Harrisburg, Pennsylvania, USA","[""Boys Don't Cry"", 'Stop-Loss', 'Carrie', 'This Is Jane']",15,13,https://www.imdb.com/name/nm0005303/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0005303/awards?ref_=nm_ql_2
414, Richard LaGravenese ,Richard LaGravenese,10/30/1959,"Brooklyn, New York, USA","['Freedom Writers', 'Behind the Candelabra', 'The Fisher King', 'Beautiful Creatures']",6,18,https://www.imdb.com/name/nm0481418/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0481418/awards?ref_=nm_ql_2
415, Andy Muschietti ,Andy Muschietti,NA,NA,"['Mama', 'It', 'Mam??', 'Historias Breves III: Nostalgia en la mesa 8']",11,4,https://www.imdb.com/name/nm0615592/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0615592/awards?ref_=nm_ql_2
416, James Ward Byrkit ,James Ward Byrkit,NA,NA,"['Coherence', 'Rango', 'Baby Driver', 'The Forest']",6,5,https://www.imdb.com/name/nm0126096/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0126096/awards?ref_=nm_ql_2
417, Steven Knight,Steven Knight,1959-0-0,NA,"['Locke', 'Dirty Pretty Things', 'Eastern Promises', 'Peaky Blinders']",12,29,https://www.imdb.com/name/nm1140275/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1140275/awards?ref_=nm_ql_2
418, Jon M. Chu,Jon M. Chu,11/2/1979,"Palo Alto, California, USA","['G.I. Joe: Retaliation', 'Justin Bieber: Never Say Never', 'Step Up 2: The Streets', 'Now You See Me 2']",1,1,https://www.imdb.com/name/nm0160840/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0160840/awards?ref_=nm_ql_2
419, Nat Faxon ,Nat Faxon,NA,NA,"['The Way Way Back', 'The Descendants', 'Bad Teacher', 'Club Dread']",18,24,https://www.imdb.com/name/nm0269542/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0269542/awards?ref_=nm_ql_2
420, Anne Fontaine ,Anne Fontaine,7/15/1959,Luxembourg,"['Coco Before Chanel', 'The Innocents', 'Marvin ou la belle ??ducation', 'Dry Cleaning']",6,22,https://www.imdb.com/name/nm0284774/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0284774/awards?ref_=nm_ql_2
421, Brian Helgeland ,Brian Helgeland,1/17/1961,"Providence, Rhode Island, USA","[""A Knight's Tale"", 'Man on Fire', '42', 'L.A. Confidential']",31,21,https://www.imdb.com/name/nm0001338/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001338/awards?ref_=nm_ql_2
422, Jeremy Saulnier ,Jeremy Saulnier,6/10/1976,USA,"['Blue Ruin', 'Green Room', 'Murder Party', 'Crabwalk']",18,18,https://www.imdb.com/name/nm1099918/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1099918/awards?ref_=nm_ql_2
423, Carlo Carlei ,Carlo Carlei,4/16/1960,"Lamezia Terme, Calabria, Italy","[""La corsa dell'innocente"", 'The Last Legion', 'Padre Pio', 'In God We Trust']",3,4,https://www.imdb.com/name/nm0137363/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0137363/awards?ref_=nm_ql_2
424, Chan-wook Park ,Chan-wook Park,8/23/1963,"Seoul, South Korea","['The Handmaiden', 'Thirst', 'Oldeuboi', 'Sympathy for Mr. Vengeance']",62,53,https://www.imdb.com/name/nm0661791/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0661791/awards?ref_=nm_ql_2
425, Mani Maserrat Agah ,Mani Maserrat Agah,NA,NA,"['Ciao Bella', 'Vi', 'Den osynlige', 'Rancid']",0,1,https://www.imdb.com/name/nm0556277/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0556277/awards?ref_=nm_ql_2
426, Dan Scanlon ,Dan Scanlon,6/21/1976,"Michigan, USA","['Monsters University', 'Tracy', 'Inside Out', 'Brave']",1,8,https://www.imdb.com/name/nm0768959/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0768959/awards?ref_=nm_ql_2
427, Antoine Fuqua ,Antoine Fuqua,5/30/1965,"Pittsburgh, Pennsylvania, USA","['The Magnificent Seven', 'The Equalizer', 'Training Day', 'Olympus Has Fallen']",5,9,https://www.imdb.com/name/nm0298807/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0298807/awards?ref_=nm_ql_2
428, Mikael H??fstr??m,Mikael H??fstr??m,7/1/1960,"Lund, Sk??ne l??n, Sweden","['Evil', '1408', 'The Rite', 'Escape Plan']",5,11,https://www.imdb.com/name/nm0405632/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0405632/awards?ref_=nm_ql_2
429, Baltasar Korm??kur ,Baltasar Korm??kur,2/27/1966,"Reykjavik, Iceland","['Jar City', 'Hafi??', '2 Guns', 'A Little Trip to Heaven']",34,27,https://www.imdb.com/name/nm0466349/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0466349/awards?ref_=nm_ql_2
430, Dean Parisot ,Dean Parisot,NA,NA,"['Galaxy Quest', 'RED 2', 'Charlie Countryman', 'Fun with Dick and Jane']",7,5,https://www.imdb.com/name/nm0661751/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0661751/awards?ref_=nm_ql_2
431, John Carney,John Carney,1972-0-0,NA,"['Sing Street', 'Once', 'Begin Again', 'On the Edge']",12,16,https://www.imdb.com/name/nm0138809/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0138809/awards?ref_=nm_ql_2
432, Richard Linklater ,Richard Linklater,7/30/1960,"Houston, Texas, USA","['Waking Life', 'Before Midnight', 'Boyhood', 'A Scanner Darkly']",107,146,https://www.imdb.com/name/nm0000500/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000500/awards?ref_=nm_ql_2
433, Jemaine Clement ,Jemaine Clement,1/10/1974,"Masterton, New Zealand","['Flight of the Conchords', 'What We Do in the Shadows', 'Men in Black 3', 'Moana']",21,26,https://www.imdb.com/name/nm1318596/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1318596/awards?ref_=nm_ql_2
434, Anthony Russo ,Anthony Russo,2/3/1970,"Cleveland, Ohio, USA","['Captain America: The Winter Soldier', 'Avengers: Infinity War', 'Captain America: Civil War', 'Community']",5,10,https://www.imdb.com/name/nm0751577/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0751577/awards?ref_=nm_ql_2
435, Chad Stahelski ,Chad Stahelski,9/20/1968,USA,"['John Wick', 'The Matrix Reloaded', 'Captain America: Civil War', 'The Hunger Games']",0,4,https://www.imdb.com/name/nm0821432/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0821432/awards?ref_=nm_ql_2
436, Damien Chazelle ,Damien Chazelle,1/19/1985,"Providence, Rhode Island, USA","['La La Land', 'Whiplash', 'First Man', '10 Cloverfield Lane']",74,129,https://www.imdb.com/name/nm3227090/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3227090/awards?ref_=nm_ql_2
437, Patrick Hughes,Patrick Hughes,NA,NA,"[""The Hitman's Bodyguard"", 'Red Hill', 'The Expendables 3', 'Signs']",1,3,https://www.imdb.com/name/nm0400850/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0400850/awards?ref_=nm_ql_2
438, Alex Garland ,Alex Garland,5/26/1970,"London, England, UK","['Ex Machina', 'Annihilation', '28 Days Later...', 'Never Let Me Go']",21,59,https://www.imdb.com/name/nm0307497/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0307497/awards?ref_=nm_ql_2
439, Luc Besson ,Luc Besson,3/18/1959,"Paris, France","['The Fifth Element', 'L??on: The Professional', 'Lucy', 'La Femme Nikita']",27,27,https://www.imdb.com/name/nm0000108/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000108/awards?ref_=nm_ql_2
440, Christian Ditter ,Christian Ditter,1977-0-0,NA,"['How to Be Single', 'Love, Rosie', 'Wickie auf gro??er Fahrt', 'Vorstadtkrokodile']",11,3,https://www.imdb.com/name/nm0228542/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0228542/awards?ref_=nm_ql_2
441, Alejandro G. I????rritu ,Alejandro G. I????rritu,8/15/1963,"Mexico City, Distrito Federal, Mexico","['The Revenant', 'Biutiful', 'Birdman or (The Unexpected Virtue of Ignorance)', 'Babel']",122,155,https://www.imdb.com/name/nm0327944/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0327944/awards?ref_=nm_ql_2
442, John R. Leonetti ,John R. Leonetti,7/4/1956,"California, USA","['Annabelle', 'The Conjuring', 'Insidious: Chapter 2', 'Mortal Kombat: Annihilation']",3,4,https://www.imdb.com/name/nm0502954/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0502954/awards?ref_=nm_ql_2
443, Morten Tyldum ,Morten Tyldum,5/19/1967,"Bergen, Norway","['The Imitation Game', 'Hodejegerne', 'Buddy', 'Passengers']",33,20,https://www.imdb.com/name/nm0878763/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0878763/awards?ref_=nm_ql_2
444, Robert Stromberg ,Robert Stromberg,NA,NA,"['Avatar', 'Maleficent', 'Master and Commander: The Far Side of the World', 'Alice in Wonderland']",21,30,https://www.imdb.com/name/nm0834902/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0834902/awards?ref_=nm_ql_2
445, Gareth Edwards,Gareth Edwards,6/1/1975,"Nuneaton, Warwickshire, England, UK","['Monsters', 'Rogue One', 'Godzilla', 'Star Wars: Episode VIII - The Last Jedi']",13,13,https://www.imdb.com/name/nm2284484/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2284484/awards?ref_=nm_ql_2
446, Dan Gilroy ,Dan Gilroy,6/24/1959,"Santa Monica, California, USA","['Nightcrawler', 'Roman J. Israel, Esq.', 'Velvet Buzzsaw', 'Two for the Money']",18,23,https://www.imdb.com/name/nm0319659/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0319659/awards?ref_=nm_ql_2
447, David Robert Mitchell ,David Robert Mitchell,1974-0-0,NA,"['It Follows', 'The Myth of the American Sleepover', 'Under the Silver Lake', 'Ella Walks the Beach']",16,18,https://www.imdb.com/name/nm1379002/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1379002/awards?ref_=nm_ql_2
448, Don Hall  ,Don Hall,3/8/1969,"Glenwood, Iowa, USA","['Big Hero 6', 'Meet the Robinsons', 'Moana', 'The Princess and the Frog']",2,13,https://www.imdb.com/name/nm2320658/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2320658/awards?ref_=nm_ql_2
449, Josh Boone,Josh Boone,4/5/1979,"Virginia Beach, Virginia, USA","['The Fault in Our Stars', 'The New Mutants', 'The Stand']",2,1,https://www.imdb.com/name/nm1837748/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1837748/awards?ref_=nm_ql_2
450, James Marsh,James Marsh,4/30/1963,"Truro, Cornwall, England, UK","['The Theory of Everything', 'The King', 'Wisconsin Death Trip', 'Shadow Dancer']",26,26,https://www.imdb.com/name/nm1016428/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1016428/awards?ref_=nm_ql_2
451, Noam Murro ,Noam Murro,8/16/1961,"Jerusalem, Israel","['300: Rise of an Empire', 'Watership Down', 'Smart People']",2,7,https://www.imdb.com/name/nm1729171/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1729171/awards?ref_=nm_ql_2
452, Angelina Jolie ,Angelina Jolie,6/4/1975,"Los Angeles, California, USA","['Maleficent', 'Girl, Interrupted', 'Changeling', 'Salt']",56,111,https://www.imdb.com/name/nm0001401/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001401/awards?ref_=nm_ql_2
453, Wes Ball ,Wes Ball,NA,NA,"['Maze Runner: The Death Cure', 'Maze Runner: The Scorch Trials', 'The Maze Runner', 'A Work in Progress']",2,0,https://www.imdb.com/name/nm1226871/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1226871/awards?ref_=nm_ql_2
454, Kristian Levring ,Kristian Levring,5/9/1957,"Copenhagen, Denmark","['The Salvation', 'Den du frygter', 'The King Is Alive', 'Antichrist']",3,8,https://www.imdb.com/name/nm0506290/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0506290/awards?ref_=nm_ql_2
455, Jennifer Kent,Jennifer Kent,NA,NA,"['The Babadook', 'The Nightingale', 'Monster', 'Dogville']",28,21,https://www.imdb.com/name/nm0448768/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0448768/awards?ref_=nm_ql_2
456, Wally Pfister ,Wally Pfister,7/8/1961,"Chicago, Illinois, USA","['Inception', 'The Dark Knight', 'The Prestige', 'Batman Begins']",27,40,https://www.imdb.com/name/nm0002892/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0002892/awards?ref_=nm_ql_2
457, Brett Ratner ,Brett Ratner,3/28/1969,"Miami Beach, Florida, USA","['Red Dragon', 'X-Men: The Last Stand', 'Rush Hour', 'Hercules']",6,6,https://www.imdb.com/name/nm0711840/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0711840/awards?ref_=nm_ql_2
458, Richard Loncraine ,Richard Loncraine,10/20/1946,"Cheltenham, Gloucestershire, England, UK","['Richard III', 'Band of Brothers', 'Brimstone & Treacle', 'My One and Only']",8,15,https://www.imdb.com/name/nm0518644/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0518644/awards?ref_=nm_ql_2
459, Gary Shore ,Gary Shore,1981-0-0,NA,"['Dracula Untold', 'Holidays', 'Untitled Queen Mary Film', 'Age of Erin']",0,2,https://www.imdb.com/name/nm2411495/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2411495/awards?ref_=nm_ql_2
460, Dami??n Szifron ,Dami??n Szifron,7/9/1975,"Ramos Mej??a, Buenos Aires, Argentina","['Relatos salvajes', 'Los simuladores', 'Tiempo de valientes', 'The Bottom of the Sea']",36,30,https://www.imdb.com/name/nm1167933/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1167933/awards?ref_=nm_ql_2
461, Tom Gormican ,Tom Gormican,NA,NA,NA, , ,https://www.imdb.com/name/nm3230448/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3230448/awards?ref_=nm_ql_2
462, Jos?? Padilha ,Jos?? Padilha,8/1/1967,"Rio de Janeiro, Rio de Janeiro, Brazil","['Elite Squad', 'Elite Squad: The Enemy Within', 'RoboCop', '??nibus 174']",45,14,https://www.imdb.com/name/nm0655683/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0655683/awards?ref_=nm_ql_2
463, Scott Waugh,Scott Waugh,NA,NA,"['Act of Valor', 'Need for Speed', '6 Below: Miracle on the Mountain', 'xXx']",1,0,https://www.imdb.com/name/nm0915304/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0915304/awards?ref_=nm_ql_2
464, Michael Hoffman,Michael Hoffman,11/30/1956,"Honolulu, Hawaii, USA","['The Last Station', 'Some Girls', 'Promised Land', 'One Fine Day']",2,7,https://www.imdb.com/name/nm0001355/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001355/awards?ref_=nm_ql_2
465, Scott Frank,Scott Frank,3/10/1960,"Fort Walton Beach, Florida, USA","['Logan', 'Out of Sight', 'The Lookout', 'Minority Report']",12,34,https://www.imdb.com/name/nm0291082/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0291082/awards?ref_=nm_ql_2
