	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
13	Frozen	(I) (2013)	102 min	"
Animation, Adventure, Comedy            "	7.5	74	512028	$400.74M	Chris Buck	/name/nm0118333/?ref_=adv_li_dr_0	Kristen Bell	/name/nm0068338/?ref_=adv_li_st_0	Idina Menzel	/name/nm0579953/?ref_=adv_li_st_1
14	12 Years a Slave	(2013)	134 min	"
Biography, Drama, History            "	8.1	96	571282	$56.67M	Steve McQueen	/name/nm2588606/?ref_=adv_li_dr_0	Chiwetel Ejiofor	/name/nm0252230/?ref_=adv_li_st_0	Michael Kenneth Williams	/name/nm0931324/?ref_=adv_li_st_1
15	Blue Is the Warmest Color	(2013)	180 min	"
Drama, Romance            "	7.8	88	122942	$2.20M	Abdellatif Kechiche	/name/nm0444244/?ref_=adv_li_dr_0	Léa Seydoux	/name/nm2244205/?ref_=adv_li_st_0	Adèle Exarchopoulos	/name/nm2650819/?ref_=adv_li_st_1
16	Only Lovers Left Alive	(2013)	123 min	"
Comedy, Drama, Fantasy            "	7.3	79	80014	$1.88M	Jim Jarmusch	/name/nm0000464/?ref_=adv_li_dr_0	Tilda Swinton	/name/nm0842770/?ref_=adv_li_st_0	Tom Hiddleston	/name/nm1089991/?ref_=adv_li_st_1
17	American Hustle	(2013)	138 min	"
Crime, Drama            "	7.2	90	415598	$150.12M	David O. Russell	/name/nm0751102/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Amy Adams	/name/nm0010736/?ref_=adv_li_st_1
18	Under the Skin	(I) (2013)	108 min	"
Drama, Horror, Sci-Fi            "	6.3	78	111957	$2.61M	Jonathan Glazer	/name/nm0322242/?ref_=adv_li_dr_0	Scarlett Johansson	/name/nm0424060/?ref_=adv_li_st_0	Jeremy McWilliams	/name/nm4835245/?ref_=adv_li_st_1
19	Oblivion	(I) (2013)	124 min	"
Action, Adventure, Sci-Fi            "	7.0	54	449568	$89.02M	Joseph Kosinski	/name/nm2676052/?ref_=adv_li_dr_0	Tom Cruise	/name/nm0000129/?ref_=adv_li_st_0	Morgan Freeman	/name/nm0000151/?ref_=adv_li_st_1
20	This Is the End	(2013)	107 min	"
Comedy, Fantasy            "	6.6	67	357951	$101.47M	Evan Goldberg	/name/nm1698571/?ref_=adv_li_dr_0	James Franco	/name/nm0290556/?ref_=adv_li_st_0	Jonah Hill	/name/nm1706767/?ref_=adv_li_st_1
21	Now You See Me	(I) (2013)	115 min	"
Crime, Mystery, Thriller            "	7.3	50	548488	$117.72M	Louis Leterrier	/name/nm0504642/?ref_=adv_li_dr_0	Jesse Eisenberg	/name/nm0251986/?ref_=adv_li_st_0	Common	/name/nm0996669/?ref_=adv_li_st_1
22	Snowpiercer	(2013)	126 min	"
Action, Drama, Sci-Fi            "	7.1	84	233448	$4.56M	Joon-ho Bong	/name/nm0094435/?ref_=adv_li_dr_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_0	Jamie Bell	/name/nm0068260/?ref_=adv_li_st_1
23	The Purge	(I) (2013)	85 min	"
Horror, Thriller            "	5.7	41	181334	$64.47M	James DeMonaco	/name/nm0218621/?ref_=adv_li_dr_0	Ethan Hawke	/name/nm0000160/?ref_=adv_li_st_0	Lena Headey	/name/nm0372176/?ref_=adv_li_st_1
24	World War Z	(2013)	116 min	"
Action, Adventure, Horror            "	7.0	63	548543	$202.36M	Marc Forster	/name/nm0286975/?ref_=adv_li_dr_0	Brad Pitt	/name/nm0000093/?ref_=adv_li_st_0	Mireille Enos	/name/nm0257969/?ref_=adv_li_st_1
25	Rush	(I) (2013)	123 min	"
Action, Biography, Drama            "	8.1	75	388236	$26.95M	Ron Howard	/name/nm0000165/?ref_=adv_li_dr_0	Daniel Brühl	/name/nm0117709/?ref_=adv_li_st_0	Chris Hemsworth	/name/nm1165110/?ref_=adv_li_st_1
26	About Time	(I) (2013)	123 min	"
Comedy, Drama, Fantasy            "	7.8	55	256594	$15.32M	Richard Curtis	/name/nm0193485/?ref_=adv_li_dr_0	Domhnall Gleeson	/name/nm1727304/?ref_=adv_li_st_0	Rachel McAdams	/name/nm1046097/?ref_=adv_li_st_1
27	Furious 6	(2013)	130 min	"
Action, Crime, Thriller            "	7.1	61	344457	$238.68M	Justin Lin	/name/nm0510912/?ref_=adv_li_dr_0	Vin Diesel	/name/nm0004874/?ref_=adv_li_st_0	Paul Walker	/name/nm0908094/?ref_=adv_li_st_1
28	Gravity	(2013)	91 min	"
Drama, Sci-Fi, Thriller            "	7.7	96	702968	$274.09M	Alfonso Cuarón	/name/nm0190859/?ref_=adv_li_dr_0	Sandra Bullock	/name/nm0000113/?ref_=adv_li_st_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_1
29	Dallas Buyers Club	(2013)	117 min	"
Biography, Drama            "	8.0	84	399350	$27.30M	Jean-Marc Vallée	/name/nm0885249/?ref_=adv_li_dr_0	Matthew McConaughey	/name/nm0000190/?ref_=adv_li_st_0	Jennifer Garner	/name/nm0004950/?ref_=adv_li_st_1
30	The Hunger Games: Catching Fire	(2013)	146 min	"
Action, Adventure, Sci-Fi            "	7.5	76	571342	$424.67M	Francis Lawrence	/name/nm1349376/?ref_=adv_li_dr_0	Jennifer Lawrence	/name/nm2225369/?ref_=adv_li_st_0	Josh Hutcherson	/name/nm1242688/?ref_=adv_li_st_1
31	The Hobbit: The Desolation of Smaug	(2013)	161 min	"
Adventure, Fantasy            "	7.8	66	561586	$258.37M	Peter Jackson	/name/nm0001392/?ref_=adv_li_dr_0	Ian McKellen	/name/nm0005212/?ref_=adv_li_st_0	Martin Freeman	/name/nm0293509/?ref_=adv_li_st_1
32	Hansel & Gretel: Witch Hunters	(2013)	88 min	"
Action, Fantasy, Horror            "	6.1	23	181935	$55.70M	Tommy Wirkola	/name/nm2482088/?ref_=adv_li_dr_0	Jeremy Renner	/name/nm0719637/?ref_=adv_li_st_0	Gemma Arterton	/name/nm2605345/?ref_=adv_li_st_1
33	Don Jon	(2013)	90 min	"
Comedy, Drama, Romance            "	6.6	66	214995	$24.48M	Joseph Gordon-Levitt	/name/nm0330687/?ref_=adv_li_dr_0	Joseph Gordon-Levitt	/name/nm0330687/?ref_=adv_li_st_0	Scarlett Johansson	/name/nm0424060/?ref_=adv_li_st_1
34	Enemy	(2013)	91 min	"
Mystery, Thriller            "	6.9	61	141387	$1.01M	Denis Villeneuve	/name/nm0898288/?ref_=adv_li_dr_0	Jake Gyllenhaal	/name/nm0350453/?ref_=adv_li_st_0	Mélanie Laurent	/name/nm0491259/?ref_=adv_li_st_1
35	The Green Inferno	(2013)	100 min	"
Adventure, Horror, Thriller            "	5.3	38	32651	$7.19M	Eli Roth	/name/nm0744834/?ref_=adv_li_dr_0	Lorenza Izzo	/name/nm4448022/?ref_=adv_li_st_0	Ariel Levy	/name/nm1642639/?ref_=adv_li_st_1
36	Ender's Game	(2013)	114 min	"
Action, Adventure, Fantasy            "	6.6	51	210307	$61.74M	Gavin Hood	/name/nm0004303/?ref_=adv_li_dr_0	Harrison Ford	/name/nm0000148/?ref_=adv_li_st_0	Asa Butterfield	/name/nm2633535/?ref_=adv_li_st_1
37	The Spectacular Now	(2013)	95 min	"
Comedy, Drama, Romance            "	7.1	82	132656	$6.85M	James Ponsoldt	/name/nm1242054/?ref_=adv_li_dr_0	Miles Teller	/name/nm1886602/?ref_=adv_li_st_0	Shailene Woodley	/name/nm0940362/?ref_=adv_li_st_1
38	Kick-Ass 2	(2013)	103 min	"
Action, Comedy, Crime            "	6.6	41	236158	$28.80M	Jeff Wadlow	/name/nm0905592/?ref_=adv_li_dr_0	Aaron Taylor-Johnson	/name/nm1093951/?ref_=adv_li_st_0	Chloë Grace Moretz	/name/nm1631269/?ref_=adv_li_st_1
39	Lone Survivor	(2013)	121 min	"
Action, Biography, Drama            "	7.5	60	244818	$125.10M	Peter Berg	/name/nm0000916/?ref_=adv_li_dr_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_0	Taylor Kitsch	/name/nm2018237/?ref_=adv_li_st_1
40	Gangster Squad	(2013)	113 min	"
Action, Crime, Drama            "	6.7	40	194478	$46.00M	Ruben Fleischer	/name/nm0281508/?ref_=adv_li_dr_0	Sean Penn	/name/nm0000576/?ref_=adv_li_st_0	Ryan Gosling	/name/nm0331516/?ref_=adv_li_st_1
41	Pain & Gain	(2013)	129 min	"
Action, Comedy, Crime            "	6.4	45	186572	$49.88M	Michael Bay	/name/nm0000881/?ref_=adv_li_dr_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_0	Dwayne Johnson	/name/nm0425005/?ref_=adv_li_st_1
42	The World's End	(2013)	109 min	"
Action, Comedy, Sci-Fi            "	7.0	81	230612	$26.00M	Edgar Wright	/name/nm0942367/?ref_=adv_li_dr_0	Simon Pegg	/name/nm0670408/?ref_=adv_li_st_0	Nick Frost	/name/nm0296545/?ref_=adv_li_st_1
43	Pacific Rim	(2013)	131 min	"
Action, Adventure, Sci-Fi            "	6.9	65	440634	$101.80M	Guillermo del Toro	/name/nm0868219/?ref_=adv_li_dr_0	Idris Elba	/name/nm0252961/?ref_=adv_li_st_0	Charlie Hunnam	/name/nm0402271/?ref_=adv_li_st_1
44	The Hangover Part III	(2013)	100 min	"
Adventure, Comedy, Crime            "	5.8	30	268117	$112.20M	Todd Phillips	/name/nm0680846/?ref_=adv_li_dr_0	Bradley Cooper	/name/nm0177896/?ref_=adv_li_st_0	Zach Galifianakis	/name/nm0302108/?ref_=adv_li_st_1
45	Riddick	(2013)	119 min	"
Action, Adventure, Sci-Fi            "	6.4	49	143853	$42.03M	David Twohy	/name/nm0878638/?ref_=adv_li_dr_0	Vin Diesel	/name/nm0004874/?ref_=adv_li_st_0	Karl Urban	/name/nm0881631/?ref_=adv_li_st_1
46	The Wolverine	(2013)	126 min	"
Action, Adventure, Sci-Fi            "	6.7	61	396550	$132.56M	James Mangold	/name/nm0003506/?ref_=adv_li_dr_0	Hugh Jackman	/name/nm0413168/?ref_=adv_li_st_0	Will Yun Lee	/name/nm0498449/?ref_=adv_li_st_1
47	Oldboy	(2013)	104 min	"
Action, Drama, Mystery            "	5.8	49	62609	$2.19M	Spike Lee	/name/nm0000490/?ref_=adv_li_dr_0	Josh Brolin	/name/nm0000982/?ref_=adv_li_st_0	Elizabeth Olsen	/name/nm0647634/?ref_=adv_li_st_1
48	Oz the Great and Powerful	(2013)	130 min	"
Adventure, Family, Fantasy            "	6.3	44	191338	$234.91M	Sam Raimi	/name/nm0000600/?ref_=adv_li_dr_0	James Franco	/name/nm0290556/?ref_=adv_li_st_0	Michelle Williams	/name/nm0931329/?ref_=adv_li_st_1
49	Nymphomaniac: Vol. II	(2013)	124 min	"
Drama            "	6.7	60	77988	$0.33M	Lars von Trier	/name/nm0001885/?ref_=adv_li_dr_0	Charlotte Gainsbourg	/name/nm0001250/?ref_=adv_li_st_0	Stellan Skarsgård	/name/nm0001745/?ref_=adv_li_st_1
50	Elysium	(I) (2013)	109 min	"
Action, Drama, Sci-Fi            "	6.6	61	392736	$93.05M	Neill Blomkamp	/name/nm0088955/?ref_=adv_li_dr_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_0	Jodie Foster	/name/nm0000149/?ref_=adv_li_st_1
51	Filth	(I) (2013)	97 min	"
Comedy, Crime, Drama            "	7.1	56	92743	$0.03M	Jon S. Baird	/name/nm1580671/?ref_=adv_li_dr_0	James McAvoy	/name/nm0564215/?ref_=adv_li_st_0	Jamie Bell	/name/nm0068260/?ref_=adv_li_st_1
52	Short Term 12	(2013)	96 min	"
Drama            "	8.0	82	72144	$1.01M	Destin Daniel Cretton	/name/nm2308774/?ref_=adv_li_dr_0	Brie Larson	/name/nm0488953/?ref_=adv_li_st_0	Frantz Turner	/name/nm0877555/?ref_=adv_li_st_1
53	Evil Dead	(2013)	91 min	"
Fantasy, Horror, Thriller            "	6.5	57	145363	$54.24M	Fede Alvarez	/name/nm1793079/?ref_=adv_li_dr_0	Jane Levy	/name/nm3994408/?ref_=adv_li_st_0	Shiloh Fernandez	/name/nm2057036/?ref_=adv_li_st_1
54	Texas Chainsaw 3D	(2013)	92 min	"
Horror, Thriller            "	4.8	NA	41377	$34.34M	John Luessenhop	/name/nm0525141/?ref_=adv_li_dr_0	Alexandra Daddario	/name/nm1275259/?ref_=adv_li_st_0	Tania Raymonde	/name/nm0713389/?ref_=adv_li_st_1
55	Captain Phillips	(2013)	134 min	"
Biography, Drama, Thriller            "	7.8	83	384423	$107.10M	Paul Greengrass	/name/nm0339030/?ref_=adv_li_dr_0	Tom Hanks	/name/nm0000158/?ref_=adv_li_st_0	Barkhad Abdi	/name/nm5831542/?ref_=adv_li_st_1
56	Star Trek Into Darkness	(2013)	132 min	"
Action, Adventure, Sci-Fi            "	7.7	72	443580	$228.78M	J.J. Abrams	/name/nm0009190/?ref_=adv_li_dr_0	Chris Pine	/name/nm1517976/?ref_=adv_li_st_0	Zachary Quinto	/name/nm0704270/?ref_=adv_li_st_1
57	Homefront	(I) (2013)	100 min	"
Action, Crime, Thriller            "	6.5	40	97874	$20.16M	Gary Fleder	/name/nm0001219/?ref_=adv_li_dr_0	Jason Statham	/name/nm0005458/?ref_=adv_li_st_0	James Franco	/name/nm0290556/?ref_=adv_li_st_1
58	Movie 43	(2013)	94 min	"
Comedy            "	4.3	18	91587	$8.83M	Elizabeth Banks	/name/nm0006969/?ref_=adv_li_dr_0	Emma Stone	/name/nm1297015/?ref_=adv_li_st_0	Stephen Merchant	/name/nm0580351/?ref_=adv_li_st_1
59	Carrie	(2013)	100 min	"
Drama, Horror            "	5.9	53	124448	$35.27M	Kimberly Peirce	/name/nm0005303/?ref_=adv_li_dr_0	Chloë Grace Moretz	/name/nm1631269/?ref_=adv_li_st_0	Julianne Moore	/name/nm0000194/?ref_=adv_li_st_1
60	Beautiful Creatures	(2013)	124 min	"
Drama, Fantasy, Romance            "	6.2	52	79352	$19.45M	Richard LaGravenese	/name/nm0481418/?ref_=adv_li_dr_0	Alice Englert	/name/nm2129444/?ref_=adv_li_st_0	Viola Davis	/name/nm0205626/?ref_=adv_li_st_1
61	The Secret Life of Walter Mitty	(2013)	114 min	"
Adventure, Comedy, Drama            "	7.3	54	273700	$58.24M	Ben Stiller	/name/nm0001774/?ref_=adv_li_dr_0	Ben Stiller	/name/nm0001774/?ref_=adv_li_st_0	Kristen Wiig	/name/nm1325419/?ref_=adv_li_st_1
62	White House Down	(2013)	131 min	"
Action, Drama, Thriller            "	6.4	52	190430	$73.10M	Roland Emmerich	/name/nm0000386/?ref_=adv_li_dr_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_0	Jamie Foxx	/name/nm0004937/?ref_=adv_li_st_1
63	Mama	(I) (2013)	100 min	"
Horror, Thriller            "	6.2	57	157478	$71.63M	Andy Muschietti	/name/nm0615592/?ref_=adv_li_dr_0	Jessica Chastain	/name/nm1567113/?ref_=adv_li_st_0	Nikolaj Coster-Waldau	/name/nm0182666/?ref_=adv_li_st_1
64	Nebraska	(2013)	115 min	"
Adventure, Comedy, Drama            "	7.7	86	104764	$17.65M	Alexander Payne	/name/nm0668247/?ref_=adv_li_dr_0	Bruce Dern	/name/nm0001136/?ref_=adv_li_st_0	Will Forte	/name/nm0287182/?ref_=adv_li_st_1
65	Coherence	(2013)	89 min	"
Horror, Mystery, Sci-Fi            "	7.2	65	88031	$0.07M	James Ward Byrkit	/name/nm0126096/?ref_=adv_li_dr_0	Emily Baldoni	/name/nm2032150/?ref_=adv_li_st_0	Maury Sterling	/name/nm0827561/?ref_=adv_li_st_1
66	Warm Bodies	(2013)	98 min	"
Comedy, Horror, Romance            "	6.9	60	207582	$66.38M	Jonathan Levine	/name/nm1349522/?ref_=adv_li_dr_0	Nicholas Hoult	/name/nm0396558/?ref_=adv_li_st_0	Teresa Palmer	/name/nm1954240/?ref_=adv_li_st_1
67	Locke	(2013)	85 min	"
Drama            "	7.1	81	119497	$1.36M	Steven Knight	/name/nm1140275/?ref_=adv_li_dr_0	Tom Hardy	/name/nm0362766/?ref_=adv_li_st_0	Olivia Colman	/name/nm1469236/?ref_=adv_li_st_1
68	G.I. Joe: Retaliation	(2013)	110 min	"
Action, Adventure, Sci-Fi            "	5.8	41	164819	$122.52M	Jon M. Chu	/name/nm0160840/?ref_=adv_li_dr_0	Dwayne Johnson	/name/nm0425005/?ref_=adv_li_st_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_1
69	The Lone Ranger	(2013)	150 min	"
Action, Adventure, Western            "	6.4	37	207589	$89.30M	Gore Verbinski	/name/nm0893659/?ref_=adv_li_dr_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_0	Armie Hammer	/name/nm2309517/?ref_=adv_li_st_1
70	The East	(2013)	116 min	"
Adventure, Drama, Thriller            "	6.8	68	46583	$2.27M	Zal Batmanglij	/name/nm2610231/?ref_=adv_li_dr_0	Brit Marling	/name/nm1779870/?ref_=adv_li_st_0	Alexander Skarsgård	/name/nm0002907/?ref_=adv_li_st_1
71	Safe Haven	(I) (2013)	115 min	"
Drama, Romance, Thriller            "	6.7	34	96153	$71.35M	Lasse Hallström	/name/nm0002120/?ref_=adv_li_dr_0	Julianne Hough	/name/nm2584600/?ref_=adv_li_st_0	Josh Duhamel	/name/nm0241049/?ref_=adv_li_st_1
72	Inside Llewyn Davis	(2013)	104 min	"
Drama, Music            "	7.5	93	122676	$13.24M	Ethan Coen	/name/nm0001053/?ref_=adv_li_dr_0	Oscar Isaac	/name/nm1209966/?ref_=adv_li_st_0	Carey Mulligan	/name/nm1659547/?ref_=adv_li_st_1
73	Despicable Me 2	(2013)	98 min	"
Animation, Adventure, Comedy            "	7.4	62	341282	$368.06M	Pierre Coffin	/name/nm1853544/?ref_=adv_li_dr_0	Steve Carell	/name/nm0136797/?ref_=adv_li_st_0	Kristen Wiig	/name/nm1325419/?ref_=adv_li_st_1
74	Blue Jasmine	(2013)	98 min	"
Drama            "	7.3	78	178298	$33.41M	Woody Allen	/name/nm0000095/?ref_=adv_li_dr_0	Cate Blanchett	/name/nm0000949/?ref_=adv_li_st_0	Alec Baldwin	/name/nm0000285/?ref_=adv_li_st_1
75	The Host	(2013)	125 min	"
Action, Adventure, Drama            "	5.9	35	105015	$26.63M	Andrew Niccol	/name/nm0629272/?ref_=adv_li_dr_0	Saoirse Ronan	/name/nm1519680/?ref_=adv_li_st_0	Max Irons	/name/nm1796057/?ref_=adv_li_st_1
76	The Way Way Back	(2013)	103 min	"
Comedy, Drama            "	7.4	68	131861	$21.50M	Nat Faxon	/name/nm0269542/?ref_=adv_li_dr_0	Steve Carell	/name/nm0136797/?ref_=adv_li_st_0	Toni Collette	/name/nm0001057/?ref_=adv_li_st_1
77	Adoration	(2013)	112 min	"
Drama, Romance            "	6.2	37	29494	$0.32M	Anne Fontaine	/name/nm0284774/?ref_=adv_li_dr_0	Naomi Watts	/name/nm0915208/?ref_=adv_li_st_0	Robin Wright	/name/nm0000705/?ref_=adv_li_st_1
78	42	(2013)	128 min	"
Biography, Drama, Sport            "	7.5	62	76987	$95.00M	Brian Helgeland	/name/nm0001338/?ref_=adv_li_dr_0	Chadwick Boseman	/name/nm1569276/?ref_=adv_li_st_0	T.R. Knight	/name/nm1165660/?ref_=adv_li_st_1
79	Blue Ruin	(2013)	90 min	"
Crime, Drama, Thriller            "	7.1	77	58122	$0.26M	Jeremy Saulnier	/name/nm1099918/?ref_=adv_li_dr_0	Macon Blair	/name/nm0086301/?ref_=adv_li_st_0	Devin Ratray	/name/nm0711864/?ref_=adv_li_st_1
80	Machete Kills	(2013)	107 min	"
Action, Crime, Sci-Fi            "	5.6	41	69477	$8.01M	Robert Rodriguez	/name/nm0001675/?ref_=adv_li_dr_0	Danny Trejo	/name/nm0001803/?ref_=adv_li_st_0	Alexa PenaVega	/name/nm0891786/?ref_=adv_li_st_1
81	Romeo & Juliet	(II) (2013)	113 min	"
Drama, Romance            "	5.8	41	10142	$1.16M	Carlo Carlei	/name/nm0137363/?ref_=adv_li_dr_0	Hailee Steinfeld	/name/nm2794962/?ref_=adv_li_st_0	Douglas Booth	/name/nm3150488/?ref_=adv_li_st_1
82	Stoker	(2013)	99 min	"
Drama, Thriller            "	6.8	58	96872	$1.70M	Chan-wook Park	/name/nm0661791/?ref_=adv_li_dr_0	Mia Wasikowska	/name/nm1985859/?ref_=adv_li_st_0	Nicole Kidman	/name/nm0000173/?ref_=adv_li_st_1
83	Vi	(2013)	92 min	"
Drama            "	5.3	NA	809	NA	Mani Maserrat Agah	/name/nm0556277/?ref_=adv_li_dr_0	Gustaf Skarsgård	/name/nm0803890/?ref_=adv_li_st_0	Anna Åström	/name/nm1143882/?ref_=adv_li_st_1
84	Monsters University	(2013)	104 min	"
Animation, Adventure, Comedy            "	7.3	65	288855	$268.49M	Dan Scanlon	/name/nm0768959/?ref_=adv_li_dr_0	Billy Crystal	/name/nm0000345/?ref_=adv_li_st_0	John Goodman	/name/nm0000422/?ref_=adv_li_st_1
85	The Last Stand	(2013)	107 min	"
Action, Thriller            "	6.4	54	126043	$12.05M	Jee-woon Kim	/name/nm0453518/?ref_=adv_li_dr_0	Arnold Schwarzenegger	/name/nm0000216/?ref_=adv_li_st_0	Forest Whitaker	/name/nm0001845/?ref_=adv_li_st_1
86	The Internship	(2013)	119 min	"
Comedy            "	6.3	42	178922	$44.67M	Shawn Levy	/name/nm0506613/?ref_=adv_li_dr_0	Vince Vaughn	/name/nm0000681/?ref_=adv_li_st_0	Owen Wilson	/name/nm0005562/?ref_=adv_li_st_1
87	Olympus Has Fallen	(2013)	119 min	"
Action, Thriller            "	6.5	41	233560	$98.93M	Antoine Fuqua	/name/nm0298807/?ref_=adv_li_dr_0	Gerard Butler	/name/nm0124930/?ref_=adv_li_st_0	Aaron Eckhart	/name/nm0001173/?ref_=adv_li_st_1
88	The Butler	(I) (2013)	132 min	"
Biography, Drama            "	7.2	66	101911	$116.63M	Lee Daniels	/name/nm0200005/?ref_=adv_li_dr_0	Forest Whitaker	/name/nm0001845/?ref_=adv_li_st_0	Oprah Winfrey	/name/nm0001856/?ref_=adv_li_st_1
89	Escape Plan	(2013)	115 min	"
Action, Crime, Mystery            "	6.7	49	210099	$25.13M	Mikael Håfström	/name/nm0405632/?ref_=adv_li_dr_0	Sylvester Stallone	/name/nm0000230/?ref_=adv_li_st_0	Arnold Schwarzenegger	/name/nm0000216/?ref_=adv_li_st_1
90	2 Guns	(2013)	109 min	"
Action, Comedy, Crime            "	6.7	55	180812	$75.61M	Baltasar Kormákur	/name/nm0466349/?ref_=adv_li_dr_0	Denzel Washington	/name/nm0000243/?ref_=adv_li_st_0	Mark Wahlberg	/name/nm0000242/?ref_=adv_li_st_1
91	Side Effects	(I) (2013)	106 min	"
Crime, Drama, Mystery            "	7.1	75	167620	$32.17M	Steven Soderbergh	/name/nm0001752/?ref_=adv_li_dr_0	Rooney Mara	/name/nm1913734/?ref_=adv_li_st_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_1
92	After Earth	(2013)	100 min	"
Action, Adventure, Sci-Fi            "	4.8	33	180613	$60.52M	M. Night Shyamalan	/name/nm0796117/?ref_=adv_li_dr_0	Jaden Smith	/name/nm1535523/?ref_=adv_li_st_0	David Denman	/name/nm0219292/?ref_=adv_li_st_1
93	Percy Jackson: Sea of Monsters	(2013)	106 min	"
Adventure, Family, Fantasy            "	5.8	39	101560	$68.56M	Thor Freudenthal	/name/nm0294457/?ref_=adv_li_dr_0	Logan Lerman	/name/nm0503567/?ref_=adv_li_st_0	Alexandra Daddario	/name/nm1275259/?ref_=adv_li_st_1
94	RED 2	(2013)	116 min	"
Action, Comedy, Crime            "	6.6	47	147674	$53.26M	Dean Parisot	/name/nm0661751/?ref_=adv_li_dr_0	Bruce Willis	/name/nm0000246/?ref_=adv_li_st_0	Helen Mirren	/name/nm0000545/?ref_=adv_li_st_1
95	A Good Day to Die Hard	(2013)	98 min	"
Action, Thriller            "	5.3	28	187289	$67.35M	John Moore	/name/nm0601382/?ref_=adv_li_dr_0	Bruce Willis	/name/nm0000246/?ref_=adv_li_st_0	Jai Courtney	/name/nm2541974/?ref_=adv_li_st_1
96	Only God Forgives	(2013)	90 min	"
Crime, Drama            "	5.7	37	99621	$0.78M	Nicolas Winding Refn	/name/nm0716347/?ref_=adv_li_dr_0	Ryan Gosling	/name/nm0331516/?ref_=adv_li_st_0	Kristin Scott Thomas	/name/nm0000218/?ref_=adv_li_st_1
97	Begin Again	(II) (2013)	104 min	"
Comedy, Drama, Music            "	7.4	62	128616	$16.17M	John Carney	/name/nm0138809/?ref_=adv_li_dr_0	Keira Knightley	/name/nm0461136/?ref_=adv_li_st_0	Mark Ruffalo	/name/nm0749263/?ref_=adv_li_st_1
98	R.I.P.D.	(2013)	96 min	"
Action, Adventure, Comedy            "	5.6	25	108276	$33.62M	Robert Schwentke	/name/nm0777881/?ref_=adv_li_dr_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_0	Jeff Bridges	/name/nm0000313/?ref_=adv_li_st_1
99	Before Midnight	(2013)	109 min	"
Drama, Romance            "	7.9	94	121771	$8.11M	Richard Linklater	/name/nm0000500/?ref_=adv_li_dr_0	Ethan Hawke	/name/nm0000160/?ref_=adv_li_st_0	Julie Delpy	/name/nm0000365/?ref_=adv_li_st_1
	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
0	Guardians of the Galaxy	(2014)	121 min	"
Action, Adventure, Comedy            "	8.1	76	925424	$333.18M	James Gunn	/name/nm0348181/?ref_=adv_li_dr_0	Chris Pratt	/name/nm0695435/?ref_=adv_li_st_0	Vin Diesel	/name/nm0004874/?ref_=adv_li_st_1
1	Interstellar	(2014)	169 min	"
Adventure, Drama, Sci-Fi            "	8.6	74	1276166	$188.02M	Christopher Nolan	/name/nm0634240/?ref_=adv_li_dr_0	Matthew McConaughey	/name/nm0000190/?ref_=adv_li_st_0	Anne Hathaway	/name/nm0004266/?ref_=adv_li_st_1
2	What We Do in the Shadows	(2014)	86 min	"
Comedy, Horror            "	7.7	76	122456	$3.33M	Jemaine Clement	/name/nm1318596/?ref_=adv_li_dr_0	Jemaine Clement	/name/nm1318596/?ref_=adv_li_st_0	Taika Waititi	/name/nm0169806/?ref_=adv_li_st_1
3	Captain America: The Winter Soldier	(2014)	136 min	"
Action, Adventure, Sci-Fi            "	7.8	70	648493	$259.77M	Anthony Russo	/name/nm0751577/?ref_=adv_li_dr_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_0	Samuel L. Jackson	/name/nm0000168/?ref_=adv_li_st_1
4	Gone Girl	(2014)	149 min	"
Drama, Mystery, Thriller            "	8.1	79	752612	$167.77M	David Fincher	/name/nm0000399/?ref_=adv_li_dr_0	Ben Affleck	/name/nm0000255/?ref_=adv_li_st_0	Rosamund Pike	/name/nm0683253/?ref_=adv_li_st_1
5	John Wick	(2014)	101 min	"
Action, Crime, Thriller            "	7.3	68	425156	$43.04M	Chad Stahelski	/name/nm0821432/?ref_=adv_li_dr_0	Keanu Reeves	/name/nm0000206/?ref_=adv_li_st_0	Michael Nyqvist	/name/nm0638824/?ref_=adv_li_st_1
6	Whiplash	(2014)	106 min	"
Drama, Music            "	8.5	88	605090	$13.09M	Damien Chazelle	/name/nm3227090/?ref_=adv_li_dr_0	Miles Teller	/name/nm1886602/?ref_=adv_li_st_0	J.K. Simmons	/name/nm0799777/?ref_=adv_li_st_1
